Date,LakeLevel,Temperature,Windspeed,Humidity,Precipitation
1971-04-16,20.31,9.88,9.71,74.71,0.02
1971-04-17,20.31,8.62,14.33,80.33,0.33
1971-04-18,20.3,6.93,12.34,66.04,0.0
1971-04-19,20.3,10.56,7.15,67.83,0.0
1971-04-20,20.3,10.62,9.06,74.38,0.02
1971-04-21,20.3,11.15,5.18,72.67,0.0
1971-04-22,20.3,11.65,11.51,66.54,0.0
1971-04-23,20.3,12.82,20.25,63.5,0.0
1971-04-24,20.3,8.89,21.99,69.0,0.18
1971-04-25,20.29,5.76,14.74,76.29,0.17
1971-04-26,20.29,3.37,8.1,77.88,0.05
1971-04-27,20.29,1.54,13.34,89.71,0.33
1971-04-28,20.29,4.15,11.22,73.17,0.06
1971-04-29,20.29,5.11,19.53,73.38,0.07
1971-04-30,20.29,5.36,13.64,62.08,0.0
1971-05-01,20.28,5.69,16.25,60.75,0.0
1971-05-02,20.28,7.27,15.98,59.54,0.0
1971-05-03,20.27,8.81,8.69,63.58,0.0
1971-05-04,20.27,9.13,7.53,68.29,0.0
1971-05-05,20.27,9.48,12.4,73.25,0.0
1971-05-06,20.26,10.65,11.72,65.92,0.0
1971-05-07,20.26,11.8,13.32,69.21,0.0
1971-05-08,20.26,13.25,13.15,67.21,0.0
1971-05-09,20.26,14.85,11.38,65.67,0.0
1971-05-10,20.26,16.32,7.23,71.5,0.05
1971-05-11,20.26,17.2,7.55,76.54,0.0
1971-05-12,20.26,19.26,10.06,61.5,0.0
1971-05-13,20.26,19.3,10.0,64.79,0.04
1971-05-14,20.26,17.13,10.27,71.33,0.0
1971-05-15,20.26,17.92,8.32,82.04,0.38
1971-05-16,20.26,18.24,8.55,79.38,0.02
1971-05-17,20.26,21.4,10.32,64.33,0.0
1971-05-18,20.26,22.54,9.39,61.25,0.1
1971-05-19,20.26,18.15,12.26,74.25,0.31
1971-05-20,20.26,16.62,9.52,60.79,0.03
1971-05-21,20.26,14.85,15.2,69.62,0.37
1971-05-22,20.26,13.51,13.06,62.83,0.0
1971-05-23,20.26,11.89,18.25,69.12,0.02
1971-05-24,20.25,12.8,16.47,85.79,0.52
1971-05-25,20.24,12.55,6.82,89.25,0.02
1971-05-26,20.24,12.92,7.5,86.96,0.37
1971-05-27,20.24,15.27,8.94,80.67,0.0
1971-05-28,20.24,18.43,11.63,76.5,0.22
1971-05-29,20.24,15.17,11.22,86.83,0.47
1971-05-30,20.23,14.44,13.96,79.08,0.04
1971-05-31,20.23,16.49,9.22,87.04,0.12
1971-06-01,20.23,19.03,12.47,72.12,0.02
1971-06-02,20.23,20.01,11.72,66.71,0.02
1971-06-03,20.23,19.99,10.75,74.21,0.14
1971-06-04,20.22,19.03,8.4,79.04,0.23
1971-06-05,20.22,17.41,6.55,88.25,0.48
1971-06-06,20.22,17.19,13.26,84.67,0.03
1971-06-07,20.22,15.98,13.33,69.62,0.0
1971-06-08,20.21,17.16,7.28,71.17,0.01
1971-06-09,20.21,16.28,5.73,87.25,0.33
1971-06-10,20.21,15.37,12.28,89.21,0.2
1971-06-11,20.21,13.25,7.94,91.46,0.11
1971-06-12,20.2,11.97,13.77,81.62,0.0
1971-06-13,20.2,12.34,17.81,75.46,0.04
1971-06-14,20.2,13.75,9.97,70.46,0.0
1971-06-15,20.2,15.07,10.74,78.54,0.16
1971-06-16,20.2,12.73,17.09,78.04,0.05
1971-06-17,20.2,12.78,16.15,72.5,0.1
1971-06-18,20.2,11.61,10.52,78.12,0.13
1971-06-19,20.2,11.84,7.76,80.67,0.13
1971-06-20,20.2,13.75,6.71,79.92,0.08
1971-06-21,20.2,12.64,14.15,89.88,0.26
1971-06-22,20.2,12.63,16.47,87.04,0.33
1971-06-23,20.2,13.44,18.57,72.71,0.03
1971-06-24,20.2,13.79,8.05,73.58,0.0
1971-06-25,20.2,16.23,5.36,70.46,0.0
1971-06-26,20.19,19.6,7.24,72.75,0.05
1971-06-27,20.19,16.81,14.8,84.17,0.22
1971-06-28,20.18,14.54,13.37,72.25,0.12
1971-06-29,20.18,11.91,22.72,91.46,1.5
1971-06-30,20.18,12.07,16.83,78.04,0.23
1971-07-01,20.19,14.92,19.0,78.54,0.28
1971-07-02,20.2,15.14,20.18,78.08,0.14
1971-07-03,20.21,15.53,12.33,79.08,0.0
1971-07-04,20.23,17.71,13.88,76.08,0.0
1971-07-05,20.24,17.39,10.06,76.5,0.01
1971-07-06,20.22,19.32,9.0,74.29,0.0
1971-07-07,20.22,19.26,11.78,74.29,0.0
1971-07-08,20.21,20.65,3.67,70.58,0.0
1971-07-09,20.21,22.46,5.05,70.46,0.0
1971-07-10,20.2,21.43,7.65,69.33,0.0
1971-07-11,20.2,20.67,7.02,62.17,0.0
1971-07-12,20.2,19.8,7.92,67.67,0.0
1971-07-13,20.18,16.15,13.51,63.67,0.0
1971-07-14,20.16,15.67,14.55,66.88,0.06
1971-07-15,20.15,15.63,20.28,73.12,0.22
1971-07-16,20.15,16.07,23.53,58.33,0.0
1971-07-17,20.14,13.55,18.41,59.88,0.01
1971-07-18,20.14,14.0,9.83,66.21,0.0
1971-07-19,20.13,15.04,8.41,62.96,0.0
1971-07-20,20.13,14.13,7.32,68.08,0.0
1971-07-21,20.13,15.47,9.26,66.04,0.0
1971-07-22,20.12,17.22,4.54,71.75,0.0
1971-07-23,20.12,19.48,8.33,67.38,0.0
1971-07-24,20.11,21.75,12.37,58.21,0.0
1971-07-25,20.1,23.44,10.59,55.46,0.0
1971-07-26,20.1,23.78,11.0,62.88,0.03
1971-07-27,20.1,23.92,9.86,68.83,0.0
1971-07-28,20.09,26.27,11.33,54.42,0.0
1971-07-29,20.09,21.75,11.27,70.08,0.0
1971-07-30,20.09,20.7,6.92,66.04,0.01
1971-07-31,20.08,23.3,7.83,63.12,0.0
1971-08-01,20.07,23.31,9.34,71.5,0.0
1971-08-02,20.06,23.06,7.8,74.79,0.04
1971-08-03,20.06,24.16,7.87,71.29,0.0
1971-08-04,20.06,23.68,10.59,56.08,0.0
1971-08-05,20.05,21.22,5.9,60.67,0.0
1971-08-06,20.05,22.97,8.54,53.17,0.0
1971-08-07,20.04,24.98,14.83,52.58,0.05
1971-08-08,20.04,19.22,17.93,60.25,0.0
1971-08-09,20.04,18.02,12.58,59.83,0.01
1971-08-10,20.03,20.68,9.5,61.04,0.0
1971-08-11,20.03,21.92,11.99,60.17,0.02
1971-08-12,20.02,18.52,18.01,62.29,0.02
1971-08-13,20.02,19.57,10.03,58.29,0.0
1971-08-14,20.01,22.08,10.81,52.62,0.0
1971-08-15,20.01,21.69,18.34,60.29,0.08
1971-08-16,20.0,17.12,17.02,60.75,0.01
1971-08-17,20.0,16.31,9.75,63.42,0.0
1971-08-18,20.0,18.67,8.95,60.08,0.0
1971-08-19,20.0,21.77,9.93,55.12,0.0
1971-08-20,19.99,24.68,13.0,50.46,0.0
1971-08-21,19.99,24.85,9.25,58.46,0.0
1971-08-22,19.98,23.6,7.77,70.0,0.1
1971-08-23,19.98,19.0,16.88,56.17,0.12
1971-08-24,19.97,16.31,17.79,45.71,0.0
1971-08-25,19.97,16.73,12.83,50.25,0.0
1971-08-26,19.97,16.27,12.9,61.62,0.15
1971-08-27,19.97,16.44,10.75,75.17,0.12
1971-08-28,19.96,16.51,19.85,66.71,0.0
1971-08-29,19.96,17.7,14.68,74.96,0.07
1971-08-30,19.95,17.63,11.48,79.38,0.08
1971-08-31,19.95,15.88,11.15,70.75,0.17
1971-09-01,19.94,15.8,14.65,65.75,0.0
1971-09-02,19.94,17.22,17.88,61.42,0.01
1971-09-03,19.93,16.84,12.88,72.79,0.0
1971-09-04,19.93,18.35,13.51,74.42,0.0
1971-09-05,19.93,14.84,16.49,63.75,0.01
1971-09-06,19.93,14.34,17.11,64.12,0.01
1971-09-07,19.92,12.79,10.41,69.79,0.0
1971-09-08,19.92,12.95,11.1,69.92,0.0
1971-09-09,19.92,11.1,16.14,88.46,0.52
1971-09-10,19.92,12.05,11.62,83.92,0.09
1971-09-11,19.92,10.88,6.43,80.96,0.03
1971-09-12,19.92,12.85,11.05,78.96,0.03
1971-09-13,19.92,12.85,14.46,70.5,0.03
1971-09-14,19.92,10.48,11.05,76.96,0.17
1971-09-15,19.92,9.07,9.69,78.71,0.1
1971-09-16,19.92,8.78,11.12,72.46,0.0
1971-09-17,19.92,8.98,9.94,69.21,0.0
1971-09-18,19.92,9.17,12.71,84.25,0.32
1971-09-19,19.92,11.74,11.19,82.17,0.06
1971-09-20,19.92,13.7,9.1,76.54,0.0
1971-09-21,19.92,14.45,7.13,84.75,0.01
1971-09-22,19.92,14.41,7.33,80.12,0.0
1971-09-23,19.92,14.77,7.4,82.67,0.0
1971-09-24,19.92,16.34,15.18,78.79,0.04
1971-09-25,19.92,12.36,11.27,75.83,0.36
1971-09-26,19.92,10.6,11.45,76.25,0.0
1971-09-27,19.93,10.81,8.87,70.71,0.0
1971-09-28,19.93,10.84,12.6,81.88,0.19
1971-09-29,19.93,11.28,7.56,89.08,0.2
1971-09-30,19.93,13.38,8.63,82.42,0.0
1971-10-01,19.93,14.71,10.25,85.12,0.0
1971-10-02,19.93,15.47,8.55,85.5,0.0
1971-10-03,19.93,15.0,8.18,85.71,0.0
1971-10-04,19.93,12.26,15.79,67.96,0.0
1971-10-05,19.93,7.91,13.16,68.08,0.0
1971-10-06,19.93,6.45,7.78,75.38,0.0
1971-10-07,19.93,11.11,19.79,56.38,0.01
1971-10-08,19.93,13.95,19.15,76.96,0.0
1971-10-09,19.92,12.88,16.71,71.67,0.0
1971-10-10,19.92,14.12,15.8,77.33,0.01
1971-10-11,19.92,14.74,16.04,73.88,0.0
1971-10-12,19.92,15.02,12.05,77.08,0.03
1971-10-13,19.92,11.49,10.92,91.83,0.1
1971-10-14,19.92,6.44,14.92,87.29,0.39
1971-10-15,19.92,5.5,13.23,78.04,0.01
1971-10-16,19.92,3.69,9.62,76.04,0.0
1971-10-17,19.92,4.42,18.81,62.88,0.0
1971-10-18,19.92,10.27,20.12,66.5,0.01
1971-10-19,19.92,14.44,23.05,72.17,0.05
1971-10-20,19.92,13.54,24.09,62.96,0.02
1971-10-21,19.92,10.11,24.43,69.83,0.06
1971-10-22,19.92,13.1,28.51,80.0,0.12
1971-10-23,19.92,11.95,23.82,69.92,0.05
1971-10-24,19.92,10.1,10.56,87.42,0.0
1971-10-25,19.92,10.55,15.7,77.29,0.0
1971-10-26,19.92,6.48,9.0,82.92,0.0
1971-10-27,19.92,5.29,6.73,88.12,0.0
1971-10-28,19.92,4.7,4.99,94.17,0.0
1971-10-29,19.92,5.15,3.69,92.5,0.0
1971-10-30,19.92,5.81,9.15,87.79,0.0
1971-10-31,19.92,5.6,8.47,85.92,0.0
1971-11-01,19.92,8.1,13.53,89.5,0.03
1971-11-02,19.92,10.56,14.57,89.17,0.02
1971-11-03,19.92,10.88,18.87,89.17,0.01
1971-11-04,19.92,10.75,21.05,83.67,0.02
1971-11-05,19.92,10.58,20.13,76.62,0.0
1971-11-06,19.92,10.53,17.56,67.29,0.0
1971-11-07,19.92,7.5,20.4,74.04,0.0
1971-11-08,19.92,5.95,19.67,77.12,0.05
1971-11-09,19.92,5.7,12.71,79.83,0.0
1971-11-10,19.92,4.17,12.9,86.12,0.05
1971-11-11,19.92,-0.07,12.19,81.58,0.0
1971-11-12,19.92,-0.88,8.68,85.33,0.03
1971-11-13,19.92,2.08,6.44,93.79,0.02
1971-11-14,19.92,4.82,13.2,92.79,0.06
1971-11-15,19.92,5.74,15.47,96.42,0.1
1971-11-16,19.92,7.92,26.72,91.29,0.22
1971-11-17,19.92,3.57,30.07,73.12,0.16
1971-11-18,19.92,2.61,23.1,85.42,0.28
1971-11-19,19.92,-0.57,12.87,82.96,0.0
1971-11-20,19.93,-1.96,13.39,76.12,0.0
1971-11-21,19.93,-1.08,19.84,64.08,0.05
1971-11-22,19.93,0.64,17.38,85.17,0.22
1971-11-23,19.93,-1.62,10.68,90.42,0.07
1971-11-24,19.93,-3.41,10.76,87.79,0.16
1971-11-25,19.93,-1.43,20.89,89.62,0.08
1971-11-26,19.93,4.27,14.95,97.79,0.01
1971-11-27,19.93,5.05,11.38,97.92,0.0
1971-11-28,19.94,3.55,16.51,84.88,0.0
1971-11-29,19.94,4.02,16.86,81.17,0.02
1971-11-30,19.94,3.86,9.01,86.17,0.0
1971-12-01,19.94,3.05,6.84,91.25,0.02
1971-12-02,19.94,3.02,5.31,93.62,0.0
1971-12-03,19.94,2.87,9.22,89.88,0.0
1971-12-04,19.94,2.41,12.0,84.83,0.12
1971-12-05,19.94,7.19,24.01,96.12,0.05
1971-12-06,19.94,7.38,13.95,91.46,0.01
1971-12-07,19.94,5.66,11.99,91.5,0.02
1971-12-08,19.95,1.95,26.36,67.04,0.15
1971-12-09,19.95,-1.09,18.46,70.83,0.3
1971-12-10,19.95,5.58,20.57,90.92,0.02
1971-12-11,19.95,7.25,24.92,89.96,0.22
1971-12-12,19.95,5.52,21.52,84.29,0.11
1971-12-13,19.95,3.46,10.65,96.58,0.11
1971-12-14,19.95,6.8,14.42,94.71,0.04
1971-12-15,19.95,5.38,16.35,89.79,0.0
1971-12-16,19.95,8.1,22.22,90.79,0.02
1971-12-17,19.95,8.1,15.82,92.71,0.02
1971-12-18,19.96,3.2,13.25,91.62,0.0
1971-12-19,19.96,3.12,12.37,90.92,0.02
1971-12-20,19.96,6.61,20.03,88.42,0.17
1971-12-21,19.96,8.75,18.92,93.42,0.11
1971-12-22,19.96,7.3,16.43,86.04,0.1
1971-12-23,19.97,3.3,8.46,97.08,0.47
1971-12-24,19.97,3.83,16.0,90.88,0.0
1971-12-25,19.97,6.31,16.79,90.17,0.02
1971-12-26,19.97,5.01,6.35,92.96,0.0
1971-12-27,19.98,3.05,11.3,92.42,0.0
1971-12-28,19.98,2.93,18.98,88.17,0.08
1971-12-29,19.99,0.36,13.52,81.62,0.0
1971-12-30,19.99,0.62,19.9,84.12,0.12
1971-12-31,20.0,2.07,19.73,87.12,0.0
1972-01-01,20.0,1.6,18.98,81.38,0.0
1972-01-02,20.0,0.66,15.26,82.04,0.0
1972-01-03,20.0,1.19,18.43,82.96,0.0
1972-01-04,20.0,1.86,9.0,89.96,0.07
1972-01-05,20.0,0.22,7.67,94.96,0.29
1972-01-06,20.0,0.07,3.4,96.54,0.11
1972-01-07,20.0,-0.13,8.5,94.62,0.03
1972-01-08,20.0,-0.97,8.85,93.58,0.03
1972-01-09,20.0,-0.84,8.46,94.17,0.0
1972-01-10,20.01,-2.8,7.73,91.33,0.0
1972-01-11,20.01,-2.65,10.75,87.83,0.0
1972-01-12,20.01,-5.04,20.79,81.54,0.0
1972-01-13,20.01,-7.09,20.08,81.17,0.0
1972-01-14,20.01,-9.0,15.33,76.67,0.0
1972-01-15,20.01,-10.92,16.54,77.12,0.0
1972-01-16,20.01,-14.68,22.38,71.21,0.0
1972-01-17,20.01,-14.37,25.36,71.17,0.0
1972-01-18,20.01,-11.81,12.05,76.04,0.0
1972-01-19,20.01,-8.7,13.04,85.38,0.0
1972-01-20,20.01,-0.93,11.9,88.79,0.0
1972-01-21,20.01,-0.92,10.93,90.25,0.0
1972-01-22,20.01,0.14,6.69,91.75,0.01
1972-01-23,20.01,-0.81,5.09,91.12,0.0
1972-01-24,20.01,-1.46,11.97,91.12,0.0
1972-01-25,20.01,-3.11,11.85,84.54,0.0
1972-01-26,20.01,-1.46,5.83,91.92,0.0
1972-01-27,20.02,-2.38,15.92,87.62,0.03
1972-01-28,20.02,-5.73,15.93,82.54,0.0
1972-01-29,20.02,-9.45,14.52,75.38,0.0
1972-01-30,20.02,-11.06,10.61,79.04,0.07
1972-01-31,20.02,-7.16,6.46,85.54,0.12
1972-02-01,20.02,-7.66,4.69,88.42,0.07
1972-02-02,20.02,-2.37,13.92,89.0,0.0
1972-02-03,20.02,-1.76,14.68,87.38,0.0
1972-02-04,20.02,-3.6,18.01,79.67,0.0
1972-02-05,20.02,-3.24,15.92,80.29,0.0
1972-02-06,20.02,-2.14,14.4,84.79,0.0
1972-02-07,20.02,1.9,15.07,82.42,0.0
1972-02-08,20.03,3.58,12.55,88.83,0.01
1972-02-09,20.03,2.3,10.84,98.29,0.0
1972-02-10,20.03,1.74,7.25,97.88,0.05
1972-02-11,20.03,1.41,9.28,93.29,0.05
1972-02-12,20.03,2.86,10.45,88.88,0.02
1972-02-13,20.03,2.17,7.29,90.17,0.0
1972-02-14,20.03,2.16,5.65,89.5,0.0
1972-02-15,20.03,2.68,9.66,91.33,0.03
1972-02-16,20.03,1.81,13.35,86.46,0.0
1972-02-17,20.04,1.58,11.45,84.58,0.0
1972-02-18,20.04,2.44,9.16,88.33,0.0
1972-02-19,20.04,3.23,13.17,94.17,0.0
1972-02-20,20.04,5.01,15.85,86.17,0.03
1972-02-21,20.04,4.01,7.5,87.08,0.02
1972-02-22,20.04,3.02,7.2,93.42,0.02
1972-02-23,20.04,2.93,10.55,95.83,0.0
1972-02-24,20.04,3.18,15.98,87.5,0.02
1972-02-25,20.04,3.9,16.8,82.46,0.0
1972-02-26,20.04,4.03,11.61,90.79,0.08
1972-02-27,20.04,2.99,6.01,92.21,0.01
1972-02-28,20.04,3.31,3.68,91.54,0.01
1972-02-29,20.04,2.54,5.13,88.83,0.02
1972-03-01,20.04,2.2,11.23,90.54,0.08
1972-03-02,20.04,2.3,13.79,91.17,0.09
1972-03-03,20.04,2.32,14.78,82.08,0.03
1972-03-04,20.04,5.01,18.6,78.17,0.0
1972-03-05,20.04,5.51,19.98,76.46,0.0
1972-03-06,20.05,7.22,14.71,75.88,0.02
1972-03-07,20.05,6.68,9.75,81.21,0.03
1972-03-08,20.05,6.2,6.54,91.0,0.14
1972-03-09,20.05,4.59,10.71,86.08,0.0
1972-03-10,20.05,2.84,18.12,81.92,0.05
1972-03-11,20.05,-0.98,27.64,54.42,0.03
1972-03-12,20.06,-2.38,21.18,41.38,0.0
1972-03-13,20.06,0.66,17.77,50.92,0.0
1972-03-14,20.06,3.96,11.92,62.67,0.0
1972-03-15,20.06,5.68,5.99,82.17,0.0
1972-03-16,20.06,7.09,11.94,76.08,0.0
1972-03-17,20.06,9.28,19.05,69.83,0.0
1972-03-18,20.06,8.85,17.44,71.0,0.0
1972-03-19,20.07,9.03,11.18,74.46,0.0
1972-03-20,20.07,9.16,5.53,79.88,0.0
1972-03-21,20.07,7.06,9.55,86.71,0.0
1972-03-22,20.07,6.82,13.53,76.96,0.0
1972-03-23,20.07,7.77,26.2,77.96,0.0
1972-03-24,20.07,4.42,22.96,57.54,0.0
1972-03-25,20.07,4.26,11.08,79.42,0.0
1972-03-26,20.07,7.92,12.08,79.0,0.03
1972-03-27,20.07,7.2,24.35,81.83,0.47
